FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,SHAPE_Length,SHAPE_Area
1026,42,003,413500,1,420034135001,Block Group 1,G5030,S,2642275,54875,+40.5879861,-080.0070716,0.0936826788026643,0.000286908577499946
1027,42,003,427200,1,420034272001,Block Group 1,G5030,S,1181628,0,+40.5009281,-079.9582644,0.0702030420041436,0.000125533509499972
1028,42,003,491101,1,420034911011,Block Group 1,G5030,S,5694594,0,+40.3134214,-079.9644866,0.137959610473599,0.000603324063500008
1029,42,003,463900,1,420034639001,Block Group 1,G5030,S,457244,0,+40.4676740,-080.0767382,0.03962347229906,4.85527695000798e-05
1030,42,003,412002,1,420034120021,Block Group 1,G5030,S,8879870,0,+40.5750148,-080.0933050,0.166093248882172,0.000944406272999933
1031,42,003,151700,2,420031517002,Block Group 2,G5030,S,291529,0,+40.4272639,-079.9345290,0.0353198463123953,3.09378115000739e-05
1032,42,003,050600,2,420030506002,Block Group 2,G5030,S,126131,0,+40.4521207,-079.9616517,0.0177505799933606,1.33903594999921e-05
1033,42,003,050600,3,420030506003,Block Group 3,G5030,S,287848,0,+40.4507230,-079.9591365,0.0301453121156639,3.055776550002e-05
1034,42,003,050900,1,420030509001,Block Group 1,G5030,S,452643,4114,+40.4511170,-079.9746702,0.0469071626281804,4.8489449000064e-05
1035,42,003,051000,1,420030510001,Block Group 1,G5030,S,244953,0,+40.4419362,-079.9712147,0.025540532937217,2.60006544999682e-05
1036,42,003,431500,4,420034315004,Block Group 4,G5030,S,397884,294923,+40.4890261,-080.0588432,0.0478023072366256,7.35897475000389e-05
1037,42,003,560400,1,420035604001,Block Group 1,G5030,S,372887,0,+40.4457538,-079.8901210,0.030110257315898,3.95826209999228e-05
1038,42,003,080200,1,420030802001,Block Group 1,G5030,S,253098,0,+40.4593318,-079.9510077,0.0273518988800429,2.68722419999885e-05
1039,42,003,080400,1,420030804001,Block Group 1,G5030,S,226327,0,+40.4574303,-079.9441129,0.0244170181956201,2.4029020999984e-05
1040,42,003,080400,2,420030804002,Block Group 2,G5030,S,204059,0,+40.4551219,-079.9478971,0.0210400512733477,2.16643354999784e-05
1041,42,003,080600,1,420030806001,Block Group 1,G5030,S,234386,0,+40.4615947,-079.9396143,0.0218809023046702,2.48861620000319e-05
1042,42,003,080700,1,420030807001,Block Group 1,G5030,S,131923,0,+40.4627928,-079.9335930,0.0154566540419137,1.40073830000242e-05
1043,42,003,080700,2,420030807002,Block Group 2,G5030,S,143135,0,+40.4592964,-079.9351049,0.0160063236228811,1.51970509999828e-05
1044,42,003,080900,1,420030809001,Block Group 1,G5030,S,221736,0,+40.4623780,-079.9463542,0.0228077561033321,2.35433635000006e-05
1045,42,003,080900,2,420030809002,Block Group 2,G5030,S,158489,0,+40.4645240,-079.9429630,0.026772160704161,1.68284705000217e-05
1046,42,003,281400,1,420032814001,Block Group 1,G5030,S,348104,0,+40.4496310,-080.0569283,0.0278936459212304,3.69539899999889e-05
1047,42,003,281500,1,420032815001,Block Group 1,G5030,S,304111,0,+40.4402148,-080.0509135,0.0353826097060967,3.22794009999816e-05
1048,42,003,290100,1,420032901001,Block Group 1,G5030,S,741778,0,+40.4017415,-079.9944768,0.0451374749454741,7.86905194999469e-05
1049,42,003,401100,4,420034011004,Block Group 4,G5030,S,981885,0,+40.6334158,-079.7213651,0.0472247633168295,0.000104516803500043
1050,42,003,413202,2,420034132022,Block Group 2,G5030,S,1945480,0,+40.5732778,-080.0593227,0.0670623718358762,0.000206903532000124
1051,42,003,414200,3,420034142003,Block Group 3,G5030,S,2325500,0,+40.5607244,-079.9800573,0.074741091426198,0.000247273435000302
1052,42,003,415002,2,420034150022,Block Group 2,G5030,S,4504597,0,+40.5446230,-079.9259110,0.0953384828379044,0.000478865740499722
1053,42,003,421100,2,420034211002,Block Group 2,G5030,S,1222219,205433,+40.5007907,-079.8555042,0.0818829790188065,0.000151670101499901
1054,42,003,421100,4,420034211004,Block Group 4,G5030,S,987453,0,+40.4940534,-079.8839887,0.0504997550594501,0.000104894394999975
1055,42,003,421200,1,420034212001,Block Group 1,G5030,S,3194822,0,+40.5085326,-079.9273211,0.0746866413721301,0.000339448613000193
1056,42,003,411000,2,420034110002,Block Group 2,G5030,S,5397843,0,+40.6267208,-080.0865220,0.13671271958386,0.000574516660500141
1057,42,003,422000,1,420034220001,Block Group 1,G5030,S,5029815,17079,+40.5372010,-079.8794433,0.138810356964855,0.000536473770999923
1058,42,003,413300,1,420034133001,Block Group 1,G5030,S,2545127,0,+40.5624597,-080.0311496,0.0693785929815419,0.000270633527999768
1059,42,003,413300,2,420034133002,Block Group 2,G5030,S,2465664,0,+40.5600580,-080.0498257,0.0687656733592892,0.000262174685499893
1060,42,003,413400,1,420034134001,Block Group 1,G5030,S,1753840,0,+40.5626753,-080.0013952,0.0709796630326489,0.000186492968500118
1061,42,003,413400,2,420034134002,Block Group 2,G5030,S,1674550,0,+40.5602697,-080.0161796,0.0656481657493176,0.000178056028999932
1062,42,003,416000,1,420034160001,Block Group 1,G5030,S,873889,0,+40.5550066,-079.8061881,0.0489251976358345,9.29139889999839e-05
1063,42,003,416000,2,420034160002,Block Group 2,G5030,S,4961218,391066,+40.5578816,-079.7860554,0.115245491529932,0.000569060164499985
1064,42,003,417100,1,420034171001,Block Group 1,G5030,S,449750,0,+40.5444655,-079.7791144,0.0351866172684043,4.78109899999397e-05
1065,42,003,417100,3,420034171003,Block Group 3,G5030,S,380065,0,+40.5448015,-079.7896424,0.0362727290223975,4.04034969999978e-05
1066,42,003,417200,1,420034172001,Block Group 1,G5030,S,1319446,415229,+40.5378969,-079.7804493,0.0711302042166028,0.000184390274499992
1067,42,003,422000,2,420034220002,Block Group 2,G5030,S,4405190,4755,+40.5159792,-079.8806995,0.0986400512479874,0.000468606336499954
1068,42,003,422000,3,420034220003,Block Group 3,G5030,S,1572336,0,+40.5002100,-079.8918174,0.0603817274228637,0.00016703991999998
1069,42,003,423000,1,420034230001,Block Group 1,G5030,S,396948,0,+40.4966065,-079.9050328,0.0330662547423218,4.21682695000418e-05
1070,42,003,423000,2,420034230002,Block Group 2,G5030,S,279913,50410,+40.4898544,-079.9004445,0.0292565374380432,3.50871414999785e-05
1071,42,003,423000,3,420034230003,Block Group 3,G5030,S,230158,38463,+40.4909473,-079.9062215,0.0230751964020429,2.85334919999473e-05
1072,42,003,424000,1,420034240001,Block Group 1,G5030,S,361289,0,+40.4951796,-079.9167241,0.0451925178282413,3.83789559999361e-05
1073,42,003,413400,3,420034134003,Block Group 3,G5030,S,965824,0,+40.5590459,-079.9937487,0.0443082216539977,0.000102694706499999
1074,42,003,413500,3,420034135003,Block Group 3,G5030,S,1175269,0,+40.5735420,-079.9962924,0.058062689114323,0.000124991223499895
1075,42,003,414101,1,420034141011,Block Group 1,G5030,S,2056369,0,+40.6094617,-079.9360319,0.0652612546611436,0.000218813141000021
1076,42,003,414101,3,420034141013,Block Group 3,G5030,S,1791163,0,+40.5993717,-079.9411567,0.0619479950825939,0.000190565208500011
1077,42,003,414200,2,420034142002,Block Group 2,G5030,S,1401253,0,+40.5611840,-079.9629969,0.0642274300535424,0.000148997820000012
1078,42,003,419000,2,420034190002,Block Group 2,G5030,S,1237346,0,+40.5474270,-079.8127236,0.0468607817662887,0.000131542877000017
1079,42,003,419000,3,420034190003,Block Group 3,G5030,S,6821618,19290,+40.5451962,-079.8475852,0.134088117707691,0.00072723021650014
1080,42,003,420000,1,420034200001,Block Group 1,G5030,S,767989,373437,+40.4932931,-079.8593574,0.0474994626045128,0.000121246943500055
1081,42,003,421100,1,420034211001,Block Group 1,G5030,S,2478246,208540,+40.5198382,-079.8593111,0.098916072298671,0.000285513672499961
1082,42,003,418000,1,420034180001,Block Group 1,G5030,S,1198395,223556,+40.5430237,-079.8009841,0.0492808539654246,0.000151157817999833
1083,42,003,402000,3,420034020003,Block Group 3,G5030,S,457195,0,+40.6088329,-079.7454769,0.0300478977730162,4.86489069999855e-05
1084,42,003,403500,1,420034035001,Block Group 1,G5030,S,1759258,0,+40.6068094,-079.7654700,0.078341546489404,0.000187190856999974
1085,42,003,403500,2,420034035002,Block Group 2,G5030,S,302539,0,+40.6071710,-079.7548156,0.0308176380230883,3.21915419999722e-05
1086,42,003,403500,3,420034035003,Block Group 3,G5030,S,346917,0,+40.6040681,-079.7532857,0.0330806477363208,3.69117929999892e-05
1087,42,003,403500,4,420034035004,Block Group 4,G5030,S,384908,283896,+40.6011805,-079.7502407,0.0409201878927087,7.11565370000842e-05
1088,42,003,403500,5,420034035005,Block Group 5,G5030,S,378642,147657,+40.5968874,-079.7628798,0.0315227629904714,5.59925809999994e-05
1089,42,003,404000,1,420034040001,Block Group 1,G5030,S,5887262,654837,+40.5916620,-079.7824915,0.135963424652829,0.000695909178499739
1090,42,003,405000,1,420034050001,Block Group 1,G5030,S,13729572,0,+40.6240042,-079.7939081,0.169379657003796,0.00146123770200024
1091,42,003,405000,2,420034050002,Block Group 2,G5030,S,10471649,0,+40.5835083,-079.7997242,0.177462822789093,0.00111383638050027
1092,42,003,140100,2,420031401002,Block Group 2,G5030,S,545737,0,+40.4403036,-079.9337536,0.041463477133181,5.79263150000382e-05
1093,42,003,140100,4,420031401004,Block Group 4,G5030,S,191077,0,+40.4461744,-079.9428550,0.0262323313126502,2.02834155000806e-05
1094,42,003,140200,1,420031402001,Block Group 1,G5030,S,423240,0,+40.4483633,-079.9235981,0.0299536344733715,4.49294314999845e-05
1095,42,003,140200,2,420031402002,Block Group 2,G5030,S,336252,0,+40.4470935,-079.9297263,0.0291818496367212,3.56946079999658e-05
1096,42,003,140300,3,420031403003,Block Group 3,G5030,S,255285,0,+40.4397145,-079.9234589,0.0229893987585775,2.70966155000533e-05
1097,42,003,140300,4,420031403004,Block Group 4,G5030,S,244015,0,+40.4427330,-079.9230623,0.0262499108891792,2.59016349998866e-05
1098,42,003,140400,1,420031404001,Block Group 1,G5030,S,210441,0,+40.4515018,-079.9120086,0.0192595292458136,2.23406049999848e-05
1099,42,003,140400,2,420031404002,Block Group 2,G5030,S,199424,0,+40.4473155,-079.9143900,0.0215955644089402,2.11697534999463e-05
1100,42,003,488500,3,420034885003,Block Group 3,G5030,S,1083489,0,+40.3478361,-079.9569124,0.0555726985421929,0.000114849706499897
